"student label","game score","coast","game scheduled","percent training sessions attended","overall fitness score","# extra strategy sessions attended","hours of sleep the night before game","early bird/night owl","previous competitive sports","# meals on day prior to game","university year"
312,29.45,"west coast","noon",0.36,0.79,1,2,"night owl","martial arts",4,"junior"
313,33.37,"west coast","noon",0.33,0.47000000000000003,1,11,"night owl","martial arts",5,"frosh"
314,53.56,"west coast","noon",0.13,0.08,5,4,"night owl","curling",2,"sophomore"
315,42.980000000000004,"west coast","noon",0.55,0.52,4,3,"night owl","frisbee",4,"sophomore"
316,41.97,"west coast","noon",0.55,0.19,5,2,"night owl","football",4,"sophomore"
317,31.11,"west coast","noon",0.29,0.42,4,6,"night owl","table tennis",3,"junior"
318,47.74,"west coast","noon",0.84,0.32,5,6,"night owl","baseball",5,"frosh"
319,7.97,"west coast","noon",0.12,0.59,1,2,"night owl","martial arts",3,"sophomore"
320,57.17,"west coast","noon",0.9500000000000001,0.75,8,3,"early bird","frisbee",7,"frosh"
321,48.34,"west coast","evening",0.53,0.4,8,4,"night owl","basketball",3,"frosh"
322,33.1,"west coast","evening",0.42,0.35000000000000003,4,3,"night owl","baseball",4,"junior"
323,27.28,"west coast","evening",0.03,0.16,6,12,"night owl","table tennis",2,"frosh"
324,48.67,"west coast","evening",0.5700000000000001,0.6900000000000001,6,11,"night owl","table tennis",3,"junior"
325,49.72,"west coast","evening",0.46,0.77,6,9,"night owl","frisbee",4,"frosh"
326,62.230000000000004,"west coast","evening",0.89,0.54,8,9,"night owl","baseball",4,"sophomore"
327,30.34,"west coast","evening",0.48,0.5,7,10,"early bird","table tennis",5,"sophomore"
328,16.44,"west coast","evening",0.04,0.15,3,8,"night owl","football",3,"sophomore"
329,69.74,"west coast","evening",0.85,0.97,5,8,"night owl","football",3,"senior"
330,59.36,"west coast","evening",0.8300000000000001,0.84,7,10,"night owl","football",3,"senior"
331,52.7,"west coast","noon",0.85,0.3,10,12,"night owl","gymnastics",3,"sophomore"
332,47.68,"west coast","noon",0.52,0.92,5,8,"night owl","basketball",3,"junior"
333,14.34,"west coast","noon",0.36,0.35000000000000003,4,6,"early bird","gymnastics",4,"junior"
334,56.26,"west coast","noon",0.86,0.5700000000000001,9,10,"early bird","martial arts",4,"sophomore"
335,7.88,"west coast","noon",0.12,0.02,6,4,"night owl","gymnastics",4,"frosh"
336,40.78,"west coast","noon",0.44,0.53,8,11,"night owl","curling",2,"sophomore"
337,8.67,"west coast","noon",0.1,0.04,2,3,"night owl","baseball",5,"frosh"
338,41.08,"west coast","noon",0.6,0.24,9,8,"early bird","baseball",2,"senior"
339,58.07,"west coast","noon",0.78,0.79,8,7,"night owl","table tennis",3,"junior"
340,65.18,"west coast","noon",0.9500000000000001,0.89,10,12,"night owl","frisbee",3,"junior"
341,51.870000000000005,"west coast","evening",0.65,0.9500000000000001,2,10,"early bird","basketball",5,"junior"
342,48.24,"west coast","evening",0.68,0.68,3,5,"night owl","table tennis",5,"sophomore"
343,66.72,"west coast","evening",0.71,0.5700000000000001,9,9,"night owl","martial arts",4,"sophomore"
344,64.02,"west coast","evening",0.6,0.96,4,7,"night owl","basketball",4,"junior"
345,78.8,"west coast","evening",0.92,0.98,3,9,"night owl","frisbee",5,"sophomore"
346,34.04,"west coast","evening",0.58,0.48,4,9,"night owl","baseball",4,"junior"
347,15.450000000000001,"west coast","evening",0.27,0.4,2,4,"night owl","football",4,"sophomore"
348,51.730000000000004,"west coast","evening",0.81,0.92,3,8,"night owl","curling",7,"senior"
349,60.83,"west coast","evening",0.78,0.85,8,3,"early bird","basketball",3,"junior"
350,26.16,"west coast","evening",0.3,0.11,4,3,"night owl","baseball",4,"sophomore"
351,55.6,"west coast","evening",0.73,0.16,10,2,"night owl","curling",3,"sophomore"
352,56.620000000000005,"west coast","evening",0.41000000000000003,0.35000000000000003,6,6,"night owl","table tennis",4,"sophomore"
353,32.81,"west coast","evening",0.36,0.02,8,2,"night owl","baseball",3,"sophomore"
354,48.71,"west coast","evening",0.32,0.72,3,9,"night owl","frisbee",4,"sophomore"
355,67.31,"west coast","evening",0.9,0.67,9,12,"night owl","football",4,"sophomore"
356,28.92,"west coast","evening",0.13,0.2,2,2,"night owl","curling",3,"sophomore"
357,37.43,"west coast","evening",0.06,0.12,0,8,"night owl","baseball",4,"frosh"
358,39.050000000000004,"west coast","evening",0.29,0.1,7,5,"night owl","curling",3,"frosh"
359,74.37,"west coast","evening",0.8300000000000001,0.7000000000000001,8,9,"night owl","martial arts",2,"senior"
360,32.28,"west coast","evening",0.46,0.37,3,1,"night owl","frisbee",6,"frosh"
361,29.46,"west coast","evening",0.41000000000000003,0.28,7,9,"night owl","frisbee",3,"frosh"
362,43.87,"west coast","evening",0.77,0.81,3,1,"night owl","martial arts",6,"junior"
363,41.410000000000004,"west coast","evening",0.3,0.62,6,9,"night owl","frisbee",2,"junior"
364,1.86,"west coast","evening",0.31,0.12,1,5,"night owl","gymnastics",6,"frosh"
365,3.2,"west coast","evening",0.03,0.26,1,6,"early bird","martial arts",2,"sophomore"
366,31.88,"west coast","evening",0.34,0.9,2,9,"night owl","frisbee",4,"junior"
367,46.07,"west coast","evening",0.63,0.9,2,2,"night owl","martial arts",5,"senior"
368,37.56,"west coast","evening",0.45,0.5,5,5,"night owl","curling",3,"senior"
369,15.5,"west coast","evening",0.17,0.25,3,8,"night owl","table tennis",5,"sophomore"
370,20.94,"west coast","evening",0.14,0.29,2,1,"night owl","football",3,"sophomore"
371,42.79,"west coast","evening",0.55,0.33,7,5,"night owl","curling",3,"sophomore"
372,62.36,"west coast","evening",0.91,0.9,9,7,"early bird","football",4,"junior"
373,35.71,"west coast","evening",0.33,0.39,6,6,"night owl","table tennis",3,"sophomore"
374,33.53,"west coast","evening",0.46,0.12,6,7,"night owl","baseball",3,"sophomore"
375,15.84,"west coast","evening",0.31,0.08,5,11,"night owl","gymnastics",5,"frosh"
376,22.55,"west coast","evening",0.38,0.63,3,10,"night owl","football",4,"junior"
377,0.,"west coast","evening",0.18,0.14,2,1,"night owl","curling",4,"frosh"
378,20.87,"west coast","evening",0.14,0.5,2,8,"night owl","baseball",4,"sophomore"
379,43.84,"west coast","evening",0.3,0.91,1,10,"night owl","curling",4,"sophomore"
380,57.86,"west coast","evening",0.89,0.64,9,8,"night owl","curling",3,"sophomore"
381,52.99,"west coast","noon",0.09,0.24,2,1,"night owl","football",3,"senior"
382,60.96,"west coast","noon",0.8,0.98,5,11,"early bird","table tennis",5,"senior"
383,39.39,"west coast","noon",0.07,0.61,1,4,"night owl","curling",3,"senior"
384,15.8,"west coast","noon",0.15,0.04,5,4,"night owl","baseball",3,"sophomore"
385,34.980000000000004,"west coast","noon",0.52,0.31,8,10,"night owl","table tennis",5,"frosh"
386,53.71,"west coast","noon",0.58,0.76,8,12,"night owl","football",3,"senior"
387,51.64,"west coast","noon",0.41000000000000003,0.96,0,4,"night owl","martial arts",3,"senior"
388,33.660000000000004,"west coast","noon",0.33,0.05,5,6,"early bird","football",5,"frosh"
389,9.47,"west coast","noon",0.25,0.17,5,3,"early bird","football",5,"frosh"
390,32.02,"west coast","noon",0.43,0.39,5,2,"night owl","curling",2,"senior"
391,40.15,"west coast","noon",0.2,0.46,4,3,"night owl","martial arts",3,"sophomore"
392,48.52,"west coast","noon",0.81,0.74,6,6,"early bird","basketball",5,"sophomore"
393,35.42,"west coast","noon",0.56,0.61,3,3,"night owl","martial arts",7,"frosh"
394,30.34,"west coast","noon",0.4,0.21,6,8,"night owl","football",4,"sophomore"
395,42.230000000000004,"west coast","noon",0.17,0.54,1,1,"early bird","frisbee",4,"sophomore"
396,27.62,"west coast","noon",0.14,0.4,2,1,"night owl","football",3,"junior"
397,36.53,"west coast","noon",0.84,0.02,9,2,"night owl","gymnastics",4,"frosh"
398,33.2,"west coast","noon",0.74,0.31,8,10,"night owl","table tennis",4,"sophomore"
399,58.31,"west coast","noon",0.76,0.8300000000000001,9,10,"night owl","frisbee",2,"senior"
400,11.57,"west coast","noon",0.13,0.86,1,3,"night owl","table tennis",2,"senior"
401,32.06,"west coast","noon",0.36,0.36,3,3,"night owl","table tennis",4,"frosh"
402,43.800000000000004,"west coast","noon",0.6,0.56,8,4,"night owl","football",2,"junior"
403,12.700000000000001,"west coast","noon",0.13,0.32,2,8,"night owl","baseball",2,"senior"
404,48.83,"west coast","noon",0.53,0.86,3,10,"night owl","frisbee",4,"senior"
405,34.59,"west coast","noon",0.01,0.19,0,1,"night owl","martial arts",3,"sophomore"
406,4.01,"west coast","noon",0.04,0.38,1,10,"early bird","baseball",3,"junior"
407,53.5,"west coast","noon",0.8,0.8200000000000001,4,5,"night owl","frisbee",5,"senior"
408,53.61,"west coast","noon",0.62,0.8200000000000001,5,7,"night owl","basketball",4,"frosh"
409,32.67,"west coast","noon",0.2,0.38,6,4,"night owl","table tennis",2,"junior"
410,67.54,"west coast","noon",0.75,0.93,8,11,"night owl","frisbee",2,"senior"
411,53.67,"west coast","evening",0.85,0.74,4,8,"night owl","baseball",7,"junior"
412,35.49,"west coast","evening",0.35000000000000003,0.75,1,9,"early bird","curling",5,"junior"
413,60.53,"west coast","evening",0.78,0.54,8,6,"night owl","table tennis",3,"junior"
414,22.650000000000002,"west coast","evening",0.22,0.43,1,4,"night owl","football",4,"sophomore"
415,52.550000000000004,"west coast","evening",0.9,0.19,8,9,"night owl","gymnastics",7,"senior"
416,39.52,"west coast","evening",0.79,0.13,7,1,"early bird","table tennis",7,"sophomore"
417,47.77,"west coast","evening",0.67,0.45,7,8,"night owl","curling",4,"senior"
418,31.71,"west coast","evening",0.22,0.17,2,5,"night owl","football",5,"sophomore"
419,33.9,"west coast","evening",0.05,0.05,2,6,"night owl","football",3,"frosh"
420,64.21000000000001,"west coast","evening",0.86,0.79,7,3,"night owl","basketball",6,"sophomore"
421,41.07,"west coast","evening",0.05,0.4,4,8,"night owl","martial arts",1,"senior"
422,39.21,"west coast","evening",0.46,0.13,8,7,"night owl","baseball",3,"sophomore"
423,79.7,"west coast","evening",0.8,0.9500000000000001,7,11,"night owl","martial arts",3,"junior"
424,50.18,"west coast","evening",0.39,0.88,3,8,"early bird","frisbee",3,"junior"
425,32.15,"west coast","evening",0.59,0.18,7,7,"early bird","baseball",6,"sophomore"
426,57.86,"west coast","evening",0.76,0.71,5,5,"night owl","table tennis",4,"senior"
427,55.27,"west coast","evening",0.78,0.84,3,9,"night owl","curling",7,"junior"
428,73.54,"west coast","evening",0.9400000000000001,0.98,6,6,"night owl","table tennis",7,"senior"
429,28.54,"west coast","evening",0.43,0.4,2,2,"night owl","gymnastics",3,"junior"
430,50.980000000000004,"west coast","evening",0.74,0.65,6,9,"night owl","curling",5,"junior"
431,30.61,"west coast","evening",0.53,0.43,2,0,"night owl","frisbee",4,"frosh"
432,69.60000000000001,"west coast","evening",0.8,1.,1,9,"night owl","frisbee",5,"senior"
433,23.25,"west coast","evening",0.35000000000000003,0.13,7,7,"night owl","table tennis",3,"sophomore"
434,0.,"west coast","evening",0.24,0.31,1,5,"night owl","curling",6,"frosh"
435,40.18,"west coast","evening",0.8,0.56,5,4,"night owl","baseball",5,"junior"
436,25.73,"west coast","evening",0.4,0.66,4,9,"night owl","baseball",3,"senior"
437,27.42,"west coast","evening",0.77,0.4,5,5,"night owl","football",6,"sophomore"
438,52.18,"west coast","evening",0.68,0.71,9,12,"night owl","football",3,"senior"
439,82.19,"west coast","evening",0.93,0.98,9,11,"night owl","frisbee",2,"senior"
440,29.09,"west coast","evening",0.55,0.64,5,5,"night owl","football",4,"junior"
441,48.120000000000005,"west coast","evening",0.46,0.73,5,11,"night owl","curling",3,"senior"
442,61.19,"west coast","evening",0.9400000000000001,0.66,9,6,"night owl","curling",4,"junior"
443,42.64,"west coast","evening",0.32,0.22,3,6,"night owl","baseball",5,"frosh"
444,39.84,"west coast","evening",0.72,0.31,9,9,"early bird","table tennis",5,"frosh"
445,33.09,"west coast","evening",0.49,0.35000000000000003,7,3,"early bird","table tennis",3,"sophomore"
446,41.550000000000004,"west coast","evening",0.6900000000000001,0.61,2,0,"night owl","football",6,"sophomore"
447,34.43,"west coast","evening",0.39,0.54,2,3,"night owl","martial arts",5,"sophomore"
448,35.22,"west coast","evening",0.43,0.02,9,1,"night owl","gymnastics",3,"frosh"
449,38.06,"west coast","evening",0.51,0.19,8,6,"night owl","gymnastics",3,"junior"
450,50.97,"west coast","evening",0.54,0.02,10,1,"night owl","baseball",2,"junior"
451,25.95,"west coast","evening",0.33,0.26,0,3,"night owl","gymnastics",7,"sophomore"
452,36.69,"west coast","evening",0.41000000000000003,0.68,1,3,"night owl","martial arts",3,"junior"
453,42.86,"west coast","evening",0.81,0.11,8,8,"night owl","baseball",6,"frosh"
454,54.160000000000004,"west coast","evening",0.74,0.93,3,6,"night owl","curling",5,"junior"
455,36.28,"west coast","evening",0.44,0.52,5,8,"night owl","table tennis",5,"sophomore"
456,28.150000000000002,"west coast","evening",0.07,0.46,2,6,"night owl","basketball",3,"sophomore"
457,42.26,"west coast","evening",0.4,0.74,5,6,"night owl","martial arts",2,"sophomore"
458,32.82,"west coast","evening",0.46,0.7000000000000001,2,1,"early bird","martial arts",4,"junior"
459,0.,"west coast","evening",0.05,0.04,2,1,"night owl","baseball",3,"frosh"
460,56.57,"west coast","evening",0.8200000000000001,0.85,6,7,"night owl","curling",4,"sophomore"
461,76.19,"west coast","noon",0.9400000000000001,1.,7,8,"early bird","frisbee",3,"senior"
462,44.86,"west coast","noon",0.8300000000000001,0.86,6,3,"early bird","table tennis",4,"junior"
463,22.95,"west coast","noon",0.35000000000000003,0.14,5,2,"night owl","martial arts",4,"sophomore"
464,57.07,"west coast","noon",0.75,0.74,8,9,"night owl","basketball",3,"junior"
465,37.51,"west coast","noon",0.74,0.65,3,2,"night owl","football",5,"junior"
466,23.67,"west coast","noon",0.34,0.43,5,3,"night owl","table tennis",2,"senior"
467,16.51,"west coast","noon",0.14,0.01,4,6,"night owl","gymnastics",4,"sophomore"
468,10.25,"west coast","noon",0.47000000000000003,0.71,0,1,"night owl","curling",7,"sophomore"
469,30.71,"west coast","noon",0.65,0.34,7,10,"night owl","table tennis",5,"frosh"
470,22.92,"west coast","noon",0.66,0.46,2,6,"night owl","curling",7,"sophomore"
471,14.93,"west coast","morning",0.13,0.39,1,5,"night owl","table tennis",4,"frosh"
472,51.18,"west coast","morning",0.6900000000000001,0.67,6,0,"early bird","frisbee",3,"junior"
473,60.97,"west coast","morning",0.91,0.9400000000000001,8,11,"night owl","table tennis",5,"junior"
474,22.95,"west coast","morning",0.07,0.21,4,11,"night owl","martial arts",2,"sophomore"
475,46.62,"west coast","morning",0.72,0.71,5,8,"night owl","martial arts",4,"sophomore"
476,0.,"west coast","morning",0.38,0.42,1,0,"night owl","football",4,"junior"
477,6.37,"west coast","morning",0.37,0.48,5,9,"night owl","baseball",4,"sophomore"
478,4.16,"west coast","morning",0.39,0.17,3,2,"early bird","football",3,"sophomore"
479,23.42,"west coast","morning",0.25,0.53,7,12,"night owl","curling",3,"junior"
480,46.54,"west coast","morning",0.6,0.91,3,12,"early bird","gymnastics",5,"senior"
481,36.69,"west coast","evening",0.07,0.34,2,4,"night owl","martial arts",1,"sophomore"
482,42.980000000000004,"west coast","evening",0.56,0.31,6,6,"night owl","football",4,"junior"
483,51.74,"west coast","evening",0.3,0.6900000000000001,4,5,"night owl","basketball",3,"sophomore"
484,60.21,"west coast","evening",0.48,0.67,7,11,"night owl","curling",3,"junior"
485,36.480000000000004,"west coast","evening",0.43,0.01,9,6,"night owl","gymnastics",4,"sophomore"
486,79.19,"west coast","evening",0.96,1.,6,5,"night owl","basketball",4,"junior"
487,59.51,"west coast","evening",0.85,0.41000000000000003,9,8,"night owl","curling",6,"junior"
488,28.18,"west coast","evening",0.33,0.78,2,8,"early bird","table tennis",3,"junior"
489,53.76,"west coast","evening",0.84,0.8300000000000001,4,11,"early bird","curling",4,"sophomore"
490,57.76,"west coast","evening",0.49,0.51,8,6,"night owl","frisbee",2,"sophomore"
491,42.85,"west coast","noon",0.18,0.6900000000000001,0,6,"night owl","martial arts",3,"sophomore"
492,67.,"west coast","noon",0.56,0.91,7,11,"night owl","frisbee",3,"sophomore"
493,48.120000000000005,"west coast","noon",0.28,0.23,4,8,"night owl","baseball",3,"junior"
494,34.39,"west coast","noon",0.33,0.6,1,3,"night owl","baseball",3,"senior"
495,49.02,"west coast","noon",0.41000000000000003,0.47000000000000003,6,6,"night owl","table tennis",3,"sophomore"
496,43.58,"west coast","noon",0.37,0.36,2,3,"night owl","frisbee",4,"frosh"
497,57.870000000000005,"west coast","noon",0.6900000000000001,0.89,2,1,"early bird","frisbee",6,"junior"
498,62.79,"west coast","noon",0.73,0.81,2,10,"early bird","table tennis",8,"sophomore"
499,50.730000000000004,"west coast","noon",0.24,0.6,2,5,"night owl","curling",3,"sophomore"
500,49.4,"west coast","noon",0.78,0.29,8,2,"night owl","football",4,"junior"
501,23.11,"west coast","morning",0.32,0.66,3,11,"early bird","football",3,"sophomore"
502,42.730000000000004,"west coast","morning",0.6900000000000001,0.39,4,4,"night owl","martial arts",4,"sophomore"
503,46.11,"west coast","morning",0.9400000000000001,0.56,8,7,"night owl","curling",3,"senior"
504,44.480000000000004,"west coast","morning",0.71,0.17,9,7,"night owl","curling",3,"sophomore"
505,37.22,"west coast","morning",0.66,0.46,10,12,"night owl","curling",2,"junior"
506,25.12,"west coast","morning",0.54,0.5,3,2,"night owl","frisbee",4,"sophomore"
507,40.03,"west coast","morning",0.48,0.2,6,6,"early bird","baseball",5,"junior"
508,34.74,"west coast","morning",0.55,0.39,9,10,"night owl","frisbee",3,"sophomore"
509,0.,"west coast","morning",0.18,0.39,3,5,"night owl","curling",3,"sophomore"
510,28.89,"west coast","morning",0.07,0.01,4,1,"night owl","baseball",3,"sophomore"
511,55.43,"west coast","morning",0.62,0.36,10,11,"night owl","curling",3,"sophomore"
512,45.480000000000004,"west coast","morning",0.52,0.23,7,3,"night owl","curling",3,"junior"
513,67.61,"west coast","morning",0.03,0.15,2,1,"night owl","table tennis",3,"sophomore"
514,56.57,"west coast","morning",0.49,0.6900000000000001,3,6,"night owl","football",4,"senior"
515,59.300000000000004,"west coast","morning",0.88,0.68,8,11,"night owl","baseball",7,"junior"
516,48.68,"west coast","morning",0.31,0.9,1,6,"early bird","football",3,"senior"
517,47.94,"west coast","morning",0.09,0.06,5,7,"early bird","curling",3,"frosh"
518,63.050000000000004,"west coast","morning",0.56,0.06,6,2,"night owl","baseball",5,"sophomore"
519,52.81,"west coast","morning",0.5700000000000001,0.9400000000000001,4,11,"night owl","frisbee",4,"junior"
520,25.69,"west coast","morning",0.27,0.66,1,3,"early bird","table tennis",3,"senior"
521,62.43,"west coast","morning",0.8200000000000001,0.74,7,8,"night owl","frisbee",4,"frosh"
522,51.75,"west coast","morning",0.49,0.78,5,8,"early bird","table tennis",3,"junior"
523,36.89,"west coast","morning",0.38,0.91,2,9,"night owl","frisbee",3,"sophomore"
524,77.78,"west coast","morning",0.99,0.98,9,9,"night owl","basketball",6,"sophomore"
525,21.52,"west coast","morning",0.44,0.25,4,1,"night owl","curling",6,"frosh"
526,64.81,"west coast","morning",0.92,0.92,9,9,"night owl","curling",2,"senior"
527,41.37,"west coast","morning",0.6,0.08,6,3,"night owl","baseball",6,"frosh"
528,32.72,"west coast","morning",0.28,0.54,1,5,"early bird","curling",5,"sophomore"
529,27.64,"west coast","morning",0.55,0.6,5,3,"night owl","table tennis",4,"junior"
530,49.03,"west coast","morning",0.3,0.29,3,3,"night owl","football",3,"sophomore"
531,46.31,"west coast","morning",0.73,0.6900000000000001,6,3,"early bird","curling",3,"senior"
532,72.21000000000001,"west coast","morning",0.88,0.96,5,3,"early bird","frisbee",5,"senior"
533,37.63,"west coast","morning",0.53,0.5700000000000001,6,11,"night owl","curling",6,"sophomore"
534,37.18,"west coast","morning",0.63,0.04,6,2,"night owl","baseball",5,"frosh"
535,40.49,"west coast","morning",0.03,0.72,3,12,"night owl","frisbee",1,"junior"
536,54.22,"west coast","morning",0.62,0.31,6,9,"early bird","baseball",3,"junior"
537,42.59,"west coast","morning",0.41000000000000003,0.44,1,1,"night owl","football",4,"frosh"
538,53.21,"west coast","morning",0.51,0.79,6,6,"night owl","frisbee",2,"junior"
539,43.04,"west coast","morning",0.15,0.36,3,4,"night owl","frisbee",4,"frosh"
540,60.78,"west coast","morning",0.86,0.86,7,11,"night owl","football",4,"senior"
541,25.85,"west coast","evening",0.05,0.58,1,5,"night owl","basketball",2,"sophomore"
542,35.32,"west coast","evening",0.48,0.41000000000000003,6,2,"night owl","martial arts",1,"junior"
543,0.,"west coast","evening",0.44,0.03,5,0,"night owl","baseball",4,"sophomore"
544,51.76,"west coast","evening",0.64,0.89,3,6,"night owl","basketball",4,"sophomore"
545,63.14,"west coast","evening",0.86,0.87,7,6,"night owl","table tennis",4,"junior"
546,17.75,"west coast","evening",0.22,0.45,3,8,"night owl","baseball",3,"junior"
547,31.21,"west coast","evening",0.44,0.29,7,9,"early bird","football",3,"sophomore"
548,37.32,"west coast","evening",0.32,0.81,7,10,"night owl","martial arts",2,"junior"
549,25.92,"west coast","evening",0.45,0.6900000000000001,2,7,"night owl","gymnastics",5,"junior"
550,80.89,"west coast","evening",0.97,0.98,4,6,"night owl","frisbee",4,"junior"
551,24.330000000000002,"west coast","evening",0.5,0.07,6,4,"night owl","curling",6,"frosh"
552,31.84,"west coast","evening",0.31,0.03,8,4,"night owl","baseball",3,"sophomore"
553,7.66,"west coast","evening",0.13,0.3,1,4,"night owl","curling",5,"junior"
554,32.89,"west coast","evening",0.4,0.71,3,9,"night owl","football",4,"senior"
555,60.24,"west coast","evening",0.65,0.4,8,2,"night owl","martial arts",3,"junior"
556,65.6,"west coast","evening",0.97,0.5700000000000001,10,8,"night owl","curling",3,"junior"
557,44.72,"west coast","evening",0.64,0.78,2,10,"night owl","martial arts",5,"sophomore"
558,37.4,"west coast","evening",0.5,0.29,7,4,"night owl","table tennis",3,"sophomore"
559,55.31,"west coast","evening",0.56,0.85,5,5,"night owl","martial arts",2,"senior"
560,25.79,"west coast","evening",0.25,0.28,2,0,"night owl","martial arts",7,"frosh"
561,22.76,"west coast","noon",0.52,0.09,5,9,"night owl","baseball",5,"frosh"
562,34.800000000000004,"west coast","noon",0.64,0.62,3,1,"night owl","football",3,"sophomore"
563,35.62,"west coast","noon",0.31,0.46,5,12,"night owl","baseball",3,"senior"
564,57.06,"west coast","noon",0.98,0.85,9,11,"night owl","football",5,"senior"
565,42.87,"west coast","noon",0.53,0.87,2,0,"night owl","basketball",4,"junior"
566,27.060000000000002,"west coast","noon",0.51,0.23,6,2,"night owl","football",4,"sophomore"
567,33.56,"west coast","noon",0.31,0.29,5,2,"night owl","curling",3,"sophomore"
568,53.86,"west coast","noon",0.71,0.24,9,10,"night owl","martial arts",5,"frosh"
569,60.620000000000005,"west coast","noon",0.81,0.93,5,9,"early bird","football",3,"senior"
570,46.11,"west coast","noon",0.77,0.91,3,6,"night owl","table tennis",5,"junior"
571,37.660000000000004,"west coast","evening",0.5700000000000001,0.26,6,1,"night owl","frisbee",6,"frosh"
572,53.730000000000004,"west coast","evening",0.89,0.35000000000000003,9,5,"night owl","table tennis",3,"junior"
573,22.6,"west coast","evening",0.34,0.54,4,4,"night owl","curling",4,"sophomore"
574,65.74,"west coast","evening",0.89,0.75,7,7,"night owl","martial arts",5,"junior"
575,39.54,"west coast","evening",0.58,0.71,2,5,"night owl","frisbee",6,"frosh"
576,22.38,"west coast","evening",0.3,0.11,4,2,"night owl","frisbee",3,"frosh"
577,44.08,"west coast","evening",0.32,0.87,6,11,"night owl","basketball",3,"sophomore"
578,32.910000000000004,"west coast","evening",0.36,0.19,5,6,"night owl","football",3,"sophomore"
579,30.22,"west coast","evening",0.37,0.1,4,3,"early bird","curling",3,"frosh"
580,77.46000000000001,"west coast","evening",0.89,0.97,5,9,"night owl","frisbee",4,"sophomore"
581,35.32,"west coast","noon",0.68,0.17,9,2,"night owl","baseball",3,"frosh"
582,62.67,"west coast","noon",0.68,0.99,3,6,"night owl","basketball",3,"junior"
583,46.02,"west coast","noon",0.8,0.39,6,2,"night owl","football",5,"junior"
584,57.24,"west coast","noon",0.88,0.74,10,12,"early bird","baseball",4,"senior"
585,10.98,"west coast","noon",0.07,0.28,1,5,"night owl","table tennis",5,"frosh"
586,21.89,"west coast","noon",0.33,0.84,4,9,"night owl","curling",2,"senior"
587,28.98,"west coast","noon",0.46,0.11,6,5,"night owl","gymnastics",4,"sophomore"
588,29.46,"west coast","noon",0.34,0.45,4,2,"early bird","table tennis",3,"junior"
589,34.92,"west coast","noon",0.59,0.33,8,10,"night owl","table tennis",3,"junior"
590,39.6,"west coast","noon",0.65,0.59,4,6,"early bird","baseball",6,"junior"
591,35.44,"west coast","morning",0.6,0.22,7,6,"night owl","martial arts",5,"frosh"
592,23.28,"west coast","morning",0.99,0.17,10,7,"night owl","baseball",8,"frosh"
593,25.59,"west coast","morning",0.,0.7000000000000001,2,8,"night owl","basketball",2,"junior"
594,44.62,"west coast","morning",0.72,0.35000000000000003,6,5,"early bird","curling",4,"junior"
595,69.79,"west coast","morning",0.87,0.98,5,8,"night owl","frisbee",4,"junior"
596,26.240000000000002,"west coast","morning",0.37,0.47000000000000003,2,3,"night owl","martial arts",3,"junior"
597,20.88,"west coast","morning",0.24,0.9,1,9,"night owl","martial arts",3,"senior"
598,33.54,"west coast","morning",0.56,0.51,3,4,"night owl","table tennis",7,"sophomore"
599,14.81,"west coast","morning",0.29,0.05,8,3,"night owl","table tennis",2,"junior"
600,52.06,"west coast","morning",0.93,0.84,7,10,"night owl","table tennis",7,"junior"
601,53.68,"west coast","evening",0.54,0.58,5,2,"night owl","frisbee",3,"sophomore"
602,39.82,"west coast","evening",0.5700000000000001,0.37,5,5,"night owl","curling",3,"sophomore"
603,56.620000000000005,"west coast","evening",0.6900000000000001,0.73,3,3,"night owl","frisbee",3,"junior"
604,44.76,"west coast","evening",0.41000000000000003,0.77,6,3,"night owl","basketball",2,"sophomore"
605,66.07000000000001,"west coast","evening",0.86,0.81,7,9,"night owl","football",5,"senior"
606,53.88,"west coast","evening",0.71,0.42,6,4,"night owl","curling",4,"junior"
607,30.47,"west coast","evening",0.11,0.26,2,3,"night owl","martial arts",4,"frosh"
608,81.68,"west coast","evening",0.99,1.,7,11,"night owl","frisbee",5,"senior"
609,33.78,"west coast","evening",0.27,0.02,6,8,"night owl","gymnastics",3,"junior"
610,19.84,"west coast","evening",0.42,0.23,6,4,"early bird","gymnastics",4,"junior"
611,2.41,"west coast","morning",0.33,0.42,2,1,"night owl","football",5,"sophomore"
612,39.45,"west coast","morning",0.06,0.7000000000000001,1,2,"night owl","frisbee",2,"junior"
613,30.46,"west coast","morning",0.36,0.45,4,6,"night owl","martial arts",3,"senior"
614,16.16,"west coast","morning",0.31,0.23,3,6,"night owl","curling",4,"frosh"
615,49.43,"west coast","morning",0.67,0.38,7,6,"night owl","curling",5,"frosh"
616,55.74,"west coast","morning",0.92,0.7000000000000001,5,5,"early bird","gymnastics",9,"senior"
617,76.78,"west coast","morning",0.99,0.96,8,5,"night owl","frisbee",4,"senior"
618,17.93,"west coast","morning",0.66,0.45,3,2,"night owl","curling",6,"sophomore"
619,41.57,"west coast","morning",0.71,0.36,5,5,"night owl","baseball",5,"junior"
620,52.63,"west coast","morning",0.8200000000000001,0.32,10,11,"night owl","football",4,"sophomore"
621,20.81,"west coast","evening",0.06,0.7000000000000001,0,2,"night owl","basketball",5,"frosh"
622,58.63,"west coast","evening",0.74,0.89,5,10,"night owl","curling",6,"junior"
623,65.95,"west coast","evening",0.98,0.73,9,6,"night owl","baseball",6,"junior"
