"student label","game score","coast","game scheduled","percent training sessions attended","overall fitness score","# extra strategy sessions attended","hours of sleep the night before game","early bird/night owl","previous competitive sports","# meals on day prior to game","university year"
320,51.71,"west coast","evening",0.73,0.84,7,3,"early bird","frisbee",7,"frosh"
321,33.55,"west coast","noon",0.,0.18,8,2,"night owl","basketball",3,"frosh"
322,51.07,"west coast","noon",0.5,1.,5,5,"night owl","baseball",4,"junior"
323,11.540000000000001,"west coast","noon",0.04,0.,3,10,"night owl","table tennis",2,"frosh"
324,16.11,"west coast","noon",0.,0.53,5,11,"night owl","table tennis",3,"senior"
325,68.78,"west coast","noon",0.8,0.98,7,11,"night owl","frisbee",4,"frosh"
326,46.84,"west coast","noon",0.,1.,9,9,"night owl","baseball",4,"sophomore"
327,49.94,"west coast","noon",0.78,0.,6,9,"early bird","table tennis",5,"sophomore"
328,55.4,"west coast","noon",0.37,1.,5,8,"night owl","football",3,"sophomore"
329,80.11,"west coast","noon",1.,1.,8,10,"night owl","football",3,"senior"
330,35.6,"west coast","noon",0.53,0.23,7,12,"night owl","football",3,"senior"
331,35.74,"west coast","noon",0.,1.,8,12,"night owl","gymnastics",3,"sophomore"
332,56.74,"west coast","noon",0.92,0.87,4,5,"night owl","basketball",3,"junior"
333,10.38,"west coast","noon",0.22,0.81,4,7,"early bird","gymnastics",4,"junior"
334,70.12,"west coast","noon",0.77,0.9400000000000001,10,10,"early bird","martial arts",4,"sophomore"
335,0.,"west coast","noon",0.,0.,5,2,"night owl","gymnastics",4,"frosh"
336,0.,"west coast","noon",0.12,0.05,5,11,"night owl","curling",2,"sophomore"
337,39.44,"west coast","noon",0.1,0.08,0,3,"night owl","baseball",5,"frosh"
338,44.1,"west coast","noon",0.47000000000000003,0.7000000000000001,10,8,"early bird","baseball",2,"senior"
339,63.67,"west coast","noon",0.96,1.,5,8,"night owl","table tennis",3,"junior"
340,75.39,"west coast","noon",0.93,0.9,10,10,"night owl","frisbee",3,"junior"
341,39.410000000000004,"west coast","noon",0.04,0.99,4,8,"early bird","basketball",5,"junior"
342,30.52,"west coast","noon",0.74,0.14,4,3,"night owl","table tennis",5,"sophomore"
343,66.93,"west coast","noon",0.88,0.8300000000000001,10,9,"night owl","martial arts",4,"sophomore"
344,52.370000000000005,"west coast","noon",0.43,0.97,7,6,"night owl","basketball",4,"junior"
345,57.15,"west coast","noon",0.9500000000000001,0.8200000000000001,5,9,"night owl","frisbee",5,"sophomore"
346,34.44,"west coast","noon",0.46,0.91,4,7,"night owl","baseball",4,"junior"
347,2.23,"west coast","noon",0.03,0.,3,2,"night owl","football",4,"sophomore"
348,60.54,"west coast","noon",1.,1.,0,8,"night owl","curling",7,"senior"
349,51.85,"west coast","noon",1.,0.54,9,1,"early bird","basketball",3,"junior"
350,13.8,"west coast","noon",1.,0.,6,6,"night owl","baseball",4,"sophomore"
351,49.71,"west coast","noon",0.21,0.93,8,2,"night owl","curling",3,"sophomore"
352,31.46,"west coast","noon",1.,0.03,3,7,"night owl","table tennis",4,"sophomore"
353,53.21,"west coast","noon",0.,0.,9,2,"night owl","baseball",3,"sophomore"
354,34.01,"west coast","noon",0.,0.91,3,8,"night owl","frisbee",4,"junior"
355,76.19,"west coast","noon",1.,0.93,10,11,"night owl","football",4,"junior"
356,28.98,"west coast","noon",0.,0.24,3,4,"night owl","curling",3,"sophomore"
357,53.480000000000004,"west coast","noon",0.15,0.31,0,7,"night owl","baseball",4,"frosh"
358,37.51,"west coast","noon",0.29,0.,7,4,"night owl","curling",3,"frosh"
359,83.02,"west coast","noon",0.9,1.,5,8,"night owl","martial arts",2,"senior"
360,38.02,"west coast","noon",0.01,0.36,0,2,"night owl","frisbee",6,"frosh"
361,60.51,"west coast","morning",0.92,0.78,8,10,"night owl","frisbee",3,"frosh"
362,59.21,"west coast","morning",0.98,1.,0,0,"night owl","martial arts",6,"junior"
363,16.97,"west coast","morning",0.08,0.39,4,11,"night owl","frisbee",2,"junior"
364,0.,"west coast","morning",0.,0.,1,5,"night owl","gymnastics",6,"frosh"
365,44.730000000000004,"west coast","morning",0.09,0.88,4,6,"early bird","martial arts",2,"sophomore"
366,13.96,"west coast","morning",0.,0.97,1,11,"night owl","frisbee",4,"junior"
367,68.49,"west coast","morning",1.,1.,2,3,"night owl","martial arts",5,"senior"
368,38.42,"west coast","morning",0.46,1.,3,11,"night owl","curling",3,"senior"
369,49.03,"west coast","morning",0.66,1.,1,9,"night owl","table tennis",5,"sophomore"
370,0.,"west coast","morning",0.,0.12,4,0,"night owl","football",3,"sophomore"
371,68.63,"west coast","noon",0.93,0.9500000000000001,7,9,"night owl","curling",3,"sophomore"
372,72.73,"west coast","noon",0.67,0.97,10,8,"early bird","football",4,"junior"
373,33.660000000000004,"west coast","noon",0.85,0.,7,7,"night owl","table tennis",3,"sophomore"
374,37.800000000000004,"west coast","noon",0.61,0.64,5,8,"night owl","baseball",3,"sophomore"
375,13.21,"west coast","noon",0.,0.5,5,11,"night owl","gymnastics",5,"frosh"
376,37.49,"west coast","noon",0.39,0.91,1,9,"night owl","football",4,"junior"
377,31.,"west coast","noon",0.96,0.,4,3,"night owl","curling",4,"frosh"
378,36.18,"west coast","noon",0.1,1.,3,10,"night owl","baseball",4,"junior"
379,28.2,"west coast","noon",0.3,0.92,0,12,"night owl","curling",4,"sophomore"
380,62.160000000000004,"west coast","noon",1.,0.8300000000000001,9,8,"night owl","curling",3,"junior"
381,23.71,"west coast","evening",0.,0.,2,5,"night owl","football",3,"senior"
382,5.59,"west coast","evening",0.78,0.19,1,12,"early bird","table tennis",5,"senior"
383,35.1,"west coast","evening",0.,0.96,0,9,"night owl","curling",3,"senior"
384,16.77,"west coast","evening",0.,0.,6,4,"night owl","baseball",3,"sophomore"
385,47.51,"west coast","evening",1.,0.05,9,8,"night owl","table tennis",5,"frosh"
386,27.8,"west coast","evening",0.,0.52,8,12,"night owl","football",3,"senior"
387,46.1,"west coast","evening",0.87,0.4,1,6,"night owl","martial arts",3,"senior"
388,29.900000000000002,"west coast","evening",0.86,0.,6,3,"early bird","football",5,"frosh"
389,32.17,"west coast","evening",0.74,0.36,5,7,"early bird","football",5,"frosh"
390,33.37,"west coast","evening",0.06,1.,3,2,"night owl","curling",2,"senior"
391,22.13,"west coast","noon",0.11,0.53,1,4,"night owl","martial arts",3,"sophomore"
392,69.88,"west coast","noon",0.9400000000000001,1.,6,5,"early bird","basketball",5,"junior"
393,29.88,"west coast","noon",0.13,0.96,4,3,"night owl","martial arts",7,"frosh"
394,31.900000000000002,"west coast","noon",0.89,0.24,7,5,"night owl","football",4,"sophomore"
395,6.7700000000000005,"west coast","noon",0.,0.,2,4,"early bird","frisbee",4,"sophomore"
396,21.69,"west coast","noon",0.,1.,3,0,"night owl","football",3,"junior"
397,38.86,"west coast","noon",1.,0.13,10,4,"night owl","gymnastics",4,"frosh"
398,37.4,"west coast","noon",0.79,0.05,10,8,"night owl","table tennis",4,"sophomore"
399,60.07,"west coast","noon",0.78,0.74,9,8,"night owl","frisbee",2,"senior"
400,15.870000000000001,"west coast","noon",0.,1.,2,4,"night owl","table tennis",2,"senior"
401,11.85,"west coast","noon",0.,0.,1,5,"night owl","table tennis",4,"frosh"
402,39.88,"west coast","noon",0.89,0.2,9,8,"night owl","football",2,"junior"
403,28.46,"west coast","noon",0.,0.98,6,9,"night owl","baseball",2,"senior"
404,4.5,"west coast","noon",0.,0.79,2,12,"night owl","frisbee",4,"senior"
405,19.84,"west coast","noon",0.1,0.24,0,4,"night owl","martial arts",3,"sophomore"
406,0.,"west coast","noon",0.,0.,3,9,"early bird","baseball",3,"junior"
407,52.04,"west coast","noon",0.86,0.91,3,5,"night owl","frisbee",5,"senior"
408,39.74,"west coast","noon",0.28,1.,5,5,"night owl","basketball",4,"frosh"
409,18.240000000000002,"west coast","noon",0.25,0.38,7,3,"night owl","table tennis",2,"junior"
410,63.6,"west coast","noon",0.58,1.,7,10,"night owl","frisbee",2,"senior"
411,17.38,"west coast","noon",0.15,0.75,2,8,"night owl","baseball",7,"junior"
412,31.26,"west coast","noon",0.,1.,3,10,"early bird","curling",5,"junior"
413,66.13,"west coast","noon",0.75,0.98,7,8,"night owl","table tennis",3,"junior"
414,30.57,"west coast","noon",0.32,0.92,3,3,"night owl","football",4,"sophomore"
415,43.59,"west coast","noon",0.52,0.65,10,9,"night owl","gymnastics",7,"senior"
416,56.29,"west coast","noon",1.,0.98,6,0,"early bird","table tennis",7,"sophomore"
417,4.65,"west coast","noon",0.,0.28,7,10,"night owl","curling",4,"senior"
418,35.13,"west coast","noon",0.64,0.,5,4,"night owl","football",5,"sophomore"
419,40.69,"west coast","noon",0.48,1.,2,4,"night owl","football",3,"frosh"
420,40.19,"west coast","noon",0.41000000000000003,0.71,10,2,"night owl","basketball",6,"sophomore"
421,24.25,"west coast","noon",0.02,0.29,5,11,"night owl","martial arts",1,"senior"
422,25.,"west coast","noon",0.01,0.,7,6,"night owl","baseball",3,"sophomore"
423,33.27,"west coast","noon",0.21,0.85,6,12,"night owl","martial arts",3,"junior"
424,36.25,"west coast","noon",0.06,0.98,1,9,"early bird","frisbee",3,"junior"
425,19.32,"west coast","noon",0.09,0.87,7,8,"early bird","baseball",6,"sophomore"
426,42.32,"west coast","noon",0.97,0.49,5,5,"night owl","table tennis",4,"senior"
427,44.42,"west coast","noon",1.,0.87,1,12,"night owl","curling",7,"junior"
428,41.42,"west coast","noon",0.96,0.76,6,4,"night owl","table tennis",7,"senior"
429,23.650000000000002,"west coast","noon",0.55,0.6900000000000001,0,0,"night owl","gymnastics",3,"junior"
430,64.13,"west coast","noon",1.,0.99,6,8,"night owl","curling",5,"junior"
431,38.64,"west coast","noon",0.2,0.61,0,1,"night owl","frisbee",4,"frosh"
432,40.77,"west coast","noon",0.24,0.9400000000000001,1,6,"night owl","frisbee",5,"senior"
433,29.41,"west coast","noon",0.59,0.09,3,6,"night owl","table tennis",3,"sophomore"
434,31.5,"west coast","noon",0.74,0.68,2,3,"night owl","curling",6,"frosh"
435,37.87,"west coast","noon",0.85,0.,4,6,"night owl","baseball",5,"junior"
436,36.49,"west coast","noon",0.09,1.,2,9,"night owl","baseball",3,"senior"
437,28.91,"west coast","noon",0.01,0.65,7,4,"night owl","football",6,"sophomore"
438,26.72,"west coast","noon",0.07,0.,10,11,"night owl","football",3,"senior"
439,67.99,"west coast","noon",1.,0.8300000000000001,8,12,"night owl","frisbee",2,"senior"
440,76.29,"west coast","noon",0.9,1.,9,7,"night owl","football",4,"junior"
441,68.07000000000001,"west coast","morning",0.84,1.,2,11,"night owl","curling",3,"senior"
442,70.59,"west coast","morning",1.,0.84,10,5,"night owl","curling",4,"junior"
443,33.2,"west coast","morning",0.22,0.19,9,6,"night owl","baseball",5,"frosh"
444,39.68,"west coast","morning",0.14,0.16,10,7,"early bird","table tennis",5,"frosh"
445,41.75,"west coast","morning",0.93,0.,9,4,"early bird","table tennis",3,"sophomore"
446,27.02,"west coast","morning",0.37,1.,1,0,"night owl","football",6,"sophomore"
447,20.63,"west coast","morning",0.,1.,4,1,"night owl","martial arts",5,"sophomore"
448,31.52,"west coast","morning",0.15,0.38,4,4,"night owl","gymnastics",3,"frosh"
449,56.800000000000004,"west coast","morning",1.,0.62,10,5,"night owl","gymnastics",3,"junior"
450,34.46,"west coast","morning",1.,0.,9,0,"night owl","baseball",2,"junior"
451,0.,"west coast","noon",0.,0.,0,4,"night owl","gymnastics",7,"sophomore"
452,29.5,"west coast","noon",0.,0.6,1,5,"night owl","martial arts",3,"junior"
453,26.71,"west coast","noon",0.51,0.17,10,9,"night owl","baseball",6,"frosh"
454,8.34,"west coast","noon",0.24,0.06,5,4,"night owl","curling",5,"junior"
455,25.330000000000002,"west coast","noon",0.86,0.,5,10,"night owl","table tennis",5,"sophomore"
456,21.37,"west coast","noon",0.5700000000000001,0.08,3,10,"night owl","basketball",3,"sophomore"
457,48.09,"west coast","noon",0.38,0.88,9,7,"night owl","martial arts",2,"sophomore"
458,8.17,"west coast","noon",0.,0.74,5,1,"early bird","martial arts",4,"junior"
459,8.49,"west coast","noon",0.12,0.43,4,1,"night owl","baseball",3,"frosh"
460,49.31,"west coast","noon",1.,0.87,5,8,"night owl","curling",4,"sophomore"
461,74.25,"west coast","noon",1.,0.91,9,8,"early bird","frisbee",3,"senior"
462,58.07,"west coast","noon",0.8300000000000001,0.96,4,3,"early bird","table tennis",4,"junior"
463,29.310000000000002,"west coast","noon",0.,0.,6,4,"night owl","martial arts",4,"sophomore"
464,90.16,"west coast","noon",1.,0.97,10,7,"night owl","basketball",3,"junior"
465,31.14,"west coast","noon",0.48,0.71,2,1,"night owl","football",5,"junior"
466,36.38,"west coast","noon",1.,0.16,6,1,"night owl","table tennis",2,"senior"
467,26.5,"west coast","noon",0.5,0.,4,5,"night owl","gymnastics",4,"sophomore"
468,35.25,"west coast","noon",0.86,0.64,0,5,"night owl","curling",7,"sophomore"
469,27.63,"west coast","noon",0.,0.1,7,11,"night owl","table tennis",5,"frosh"
470,28.01,"west coast","noon",0.1,0.23,2,6,"night owl","curling",7,"sophomore"
471,23.150000000000002,"west coast","evening",0.,0.96,1,3,"night owl","table tennis",4,"frosh"
472,35.92,"west coast","evening",0.47000000000000003,0.04,9,1,"early bird","frisbee",3,"junior"
473,71.22,"west coast","evening",1.,0.76,10,10,"night owl","table tennis",5,"senior"
474,30.7,"west coast","evening",0.32,0.,5,12,"night owl","martial arts",2,"sophomore"
475,48.1,"west coast","evening",0.97,0.17,3,9,"night owl","martial arts",4,"sophomore"
476,22.19,"west coast","evening",0.32,0.36,1,0,"night owl","football",4,"junior"
477,35.88,"west coast","evening",0.75,0.,2,9,"night owl","baseball",4,"sophomore"
478,0.,"west coast","evening",0.,0.,1,4,"early bird","football",3,"sophomore"
479,26.91,"west coast","evening",0.05,0.,8,11,"night owl","curling",3,"junior"
480,31.25,"west coast","evening",0.,1.,3,8,"early bird","gymnastics",5,"senior"
481,30.25,"west coast","noon",0.,1.,1,3,"night owl","martial arts",1,"sophomore"
482,0.,"west coast","noon",0.,0.67,2,9,"night owl","football",4,"senior"
483,45.59,"west coast","noon",0.46,0.9,5,4,"night owl","basketball",3,"sophomore"
484,25.740000000000002,"west coast","noon",0.,0.88,9,11,"night owl","curling",3,"junior"
485,31.52,"west coast","noon",0.06,0.17,7,4,"night owl","gymnastics",4,"sophomore"
486,73.3,"west coast","noon",0.9500000000000001,1.,7,5,"night owl","basketball",4,"junior"
487,36.65,"west coast","noon",0.96,0.,8,6,"night owl","curling",6,"junior"
488,23.55,"west coast","noon",0.56,0.,0,8,"early bird","table tennis",3,"junior"
489,29.16,"west coast","noon",0.92,0.2,4,11,"early bird","curling",4,"sophomore"
490,62.53,"west coast","noon",0.54,1.,9,6,"night owl","frisbee",2,"sophomore"
491,19.650000000000002,"west coast","noon",0.,0.52,1,3,"night owl","martial arts",3,"sophomore"
492,37.67,"west coast","noon",0.17,0.79,5,8,"night owl","frisbee",3,"sophomore"
493,40.64,"west coast","noon",0.85,0.08,2,4,"night owl","baseball",3,"junior"
494,0.,"west coast","noon",0.17,0.01,0,0,"night owl","baseball",3,"senior"
495,0.,"west coast","noon",0.,0.04,3,5,"night owl","table tennis",3,"sophomore"
496,38.160000000000004,"west coast","noon",0.63,0.86,2,0,"night owl","frisbee",4,"frosh"
497,26.57,"west coast","noon",0.68,0.,4,1,"early bird","frisbee",6,"junior"
498,33.730000000000004,"west coast","noon",0.71,0.1,5,9,"early bird","table tennis",8,"sophomore"
499,21.3,"west coast","noon",0.17,0.,1,8,"night owl","curling",3,"sophomore"
500,68.52,"west coast","noon",0.9400000000000001,1.,5,6,"night owl","football",4,"junior"
501,45.59,"west coast","noon",0.67,0.74,6,12,"early bird","football",3,"sophomore"
502,67.18,"west coast","noon",0.9400000000000001,1.,4,3,"night owl","martial arts",4,"sophomore"
503,49.11,"west coast","noon",1.,0.66,8,3,"night owl","curling",3,"senior"
504,33.42,"west coast","noon",0.49,0.11,8,8,"night owl","curling",3,"sophomore"
505,38.28,"west coast","noon",0.,0.6,10,12,"night owl","curling",2,"junior"
506,10.98,"west coast","noon",0.33,0.76,0,1,"night owl","frisbee",4,"sophomore"
507,37.52,"west coast","noon",0.96,0.09,7,10,"early bird","baseball",5,"junior"
508,32.92,"west coast","noon",0.,0.01,8,7,"night owl","frisbee",3,"sophomore"
509,9.52,"west coast","noon",0.32,0.,2,8,"night owl","curling",3,"sophomore"
510,0.,"west coast","noon",0.02,0.84,5,1,"night owl","baseball",3,"sophomore"
511,37.67,"west coast","noon",0.,0.39,8,11,"night owl","curling",3,"sophomore"
512,34.84,"west coast","noon",0.09,0.78,9,5,"night owl","curling",3,"junior"
513,26.52,"west coast","noon",0.,0.,3,3,"night owl","table tennis",3,"sophomore"
514,38.03,"west coast","noon",0.31,0.8200000000000001,5,6,"night owl","football",4,"senior"
515,36.480000000000004,"west coast","noon",1.,0.,9,11,"night owl","baseball",7,"junior"
516,32.88,"west coast","noon",1.,0.43,0,3,"early bird","football",3,"senior"
517,30.6,"west coast","noon",0.04,0.06,3,9,"early bird","curling",3,"frosh"
518,17.8,"west coast","noon",0.05,0.,3,6,"night owl","baseball",5,"sophomore"
519,47.18,"west coast","noon",0.04,0.99,4,12,"night owl","frisbee",4,"junior"
520,39.2,"west coast","noon",0.45,1.,3,0,"early bird","table tennis",3,"senior"
521,83.78,"west coast","evening",1.,0.87,10,9,"night owl","frisbee",4,"frosh"
522,29.18,"west coast","evening",0.09,0.47000000000000003,5,9,"early bird","table tennis",3,"junior"
523,42.33,"west coast","evening",1.,0.07,1,6,"night owl","frisbee",3,"sophomore"
524,64.61,"west coast","evening",1.,0.51,8,11,"night owl","basketball",6,"junior"
525,17.740000000000002,"west coast","evening",0.,0.,2,0,"night owl","curling",6,"frosh"
526,76.08,"west coast","evening",0.74,0.9500000000000001,9,6,"night owl","curling",2,"senior"
527,79.2,"west coast","evening",1.,1.,9,4,"night owl","baseball",6,"frosh"
528,32.12,"west coast","evening",0.33,1.,1,10,"early bird","curling",5,"sophomore"
529,54.03,"west coast","evening",1.,0.6,4,6,"night owl","table tennis",4,"junior"
530,27.75,"west coast","evening",0.6,0.19,0,4,"night owl","football",3,"sophomore"
531,31.27,"west coast","noon",0.9500000000000001,0.02,6,4,"early bird","curling",3,"senior"
532,42.2,"west coast","noon",0.91,0.54,4,2,"early bird","frisbee",5,"senior"
533,41.01,"west coast","noon",0.04,0.63,4,11,"night owl","curling",6,"sophomore"
534,40.42,"west coast","noon",0.9400000000000001,0.32,8,3,"night owl","baseball",5,"frosh"
535,68.02,"west coast","noon",0.7000000000000001,1.,2,11,"night owl","frisbee",1,"junior"
536,41.74,"west coast","noon",0.89,0.31,5,7,"early bird","baseball",3,"junior"
537,37.15,"west coast","noon",0.67,0.89,0,4,"night owl","football",4,"frosh"
538,45.58,"west coast","noon",0.,1.,8,2,"night owl","frisbee",2,"junior"
539,13.52,"west coast","noon",0.32,0.,1,5,"night owl","frisbee",4,"frosh"
540,47.83,"west coast","noon",1.,0.,7,11,"night owl","football",4,"senior"
541,30.89,"west coast","noon",0.24,0.97,0,6,"night owl","basketball",2,"sophomore"
542,52.38,"west coast","noon",0.43,0.74,5,5,"night owl","martial arts",1,"junior"
543,55.4,"west coast","noon",0.34,0.,5,0,"night owl","baseball",4,"sophomore"
544,47.94,"west coast","noon",0.3,1.,2,7,"night owl","basketball",4,"sophomore"
545,31.73,"west coast","noon",0.28,0.89,7,7,"night owl","table tennis",4,"junior"
546,24.330000000000002,"west coast","noon",0.72,0.04,3,9,"night owl","baseball",3,"junior"
547,39.54,"west coast","noon",0.76,0.13,8,11,"early bird","football",3,"sophomore"
548,45.21,"west coast","noon",0.28,0.39,9,10,"night owl","martial arts",2,"junior"
549,29.150000000000002,"west coast","noon",0.49,0.75,6,6,"night owl","gymnastics",5,"junior"
550,51.44,"west coast","noon",0.86,0.21,2,9,"night owl","frisbee",4,"junior"
551,24.61,"west coast","noon",0.79,0.17,8,3,"night owl","curling",6,"frosh"
552,30.23,"west coast","noon",0.5700000000000001,0.,9,3,"night owl","baseball",3,"sophomore"
553,26.14,"west coast","noon",0.28,0.78,2,1,"night owl","curling",5,"junior"
554,21.26,"west coast","noon",1.,0.01,2,9,"night owl","football",4,"senior"
555,83.39,"west coast","noon",1.,1.,10,3,"night owl","martial arts",3,"junior"
556,72.34,"west coast","noon",0.8,1.,9,8,"night owl","curling",3,"junior"
557,34.26,"west coast","noon",0.5,0.66,3,11,"night owl","martial arts",5,"sophomore"
558,16.13,"west coast","noon",0.,0.,6,2,"night owl","table tennis",3,"junior"
559,30.740000000000002,"west coast","noon",0.,0.86,3,3,"night owl","martial arts",2,"senior"
560,18.76,"west coast","noon",0.,0.34,2,0,"night owl","martial arts",7,"frosh"
561,24.43,"west coast","noon",0.9500000000000001,0.,5,10,"night owl","baseball",5,"frosh"
562,7.11,"west coast","noon",0.06,0.99,2,0,"night owl","football",3,"sophomore"
563,42.980000000000004,"west coast","noon",0.85,0.54,5,12,"night owl","baseball",3,"senior"
564,44.03,"west coast","noon",0.84,0.71,6,9,"night owl","football",5,"senior"
565,15.47,"west coast","noon",0.,0.92,1,0,"night owl","basketball",4,"junior"
566,32.53,"west coast","noon",0.67,0.46,9,0,"night owl","football",4,"sophomore"
567,27.14,"west coast","noon",0.05,0.92,9,3,"night owl","curling",3,"sophomore"
568,36.34,"west coast","noon",1.,0.01,8,11,"night owl","martial arts",5,"frosh"
569,41.54,"west coast","noon",0.28,1.,7,10,"early bird","football",3,"senior"
570,39.550000000000004,"west coast","noon",0.9,0.66,3,8,"night owl","table tennis",5,"junior"
571,31.89,"west coast","noon",0.9500000000000001,0.,5,0,"night owl","frisbee",6,"frosh"
572,40.85,"west coast","noon",0.86,0.22,7,5,"night owl","table tennis",3,"junior"
573,33.51,"west coast","noon",0.,1.,7,3,"night owl","curling",4,"sophomore"
574,63.550000000000004,"west coast","noon",0.62,0.93,7,3,"night owl","martial arts",5,"junior"
575,19.6,"west coast","noon",0.,1.,2,4,"night owl","frisbee",6,"frosh"
576,26.740000000000002,"west coast","noon",0.07,0.,1,5,"night owl","frisbee",3,"frosh"
577,43.06,"west coast","noon",0.26,0.97,5,12,"night owl","basketball",3,"sophomore"
578,32.89,"west coast","noon",0.61,0.,4,7,"night owl","football",3,"sophomore"
579,37.13,"west coast","noon",0.31,0.06,4,2,"early bird","curling",3,"frosh"
580,77.71000000000001,"west coast","noon",1.,1.,6,12,"night owl","frisbee",4,"sophomore"
581,45.72,"west coast","noon",0.99,0.,10,5,"night owl","baseball",3,"frosh"
582,78.22,"west coast","noon",0.93,1.,4,5,"night owl","basketball",3,"junior"
583,53.02,"west coast","noon",1.,0.9,6,2,"night owl","football",5,"junior"
584,69.44,"west coast","noon",0.88,0.97,7,11,"early bird","baseball",4,"senior"
585,34.64,"west coast","noon",0.28,0.38,4,6,"night owl","table tennis",5,"frosh"
586,52.94,"west coast","noon",0.07,0.68,7,7,"night owl","curling",2,"senior"
587,42.14,"west coast","noon",0.55,0.47000000000000003,7,6,"night owl","gymnastics",4,"sophomore"
588,0.,"west coast","noon",0.,0.48,3,2,"early bird","table tennis",3,"junior"
589,51.,"west coast","noon",0.8300000000000001,0.,10,9,"night owl","table tennis",3,"junior"
590,67.08,"west coast","noon",0.73,1.,7,4,"early bird","baseball",6,"senior"
591,28.85,"west coast","morning",0.8,0.2,6,1,"night owl","martial arts",5,"frosh"
592,45.02,"west coast","morning",0.96,0.28,10,7,"night owl","baseball",8,"frosh"
593,32.95,"west coast","morning",0.45,0.24,2,7,"night owl","basketball",2,"junior"
594,43.43,"west coast","morning",0.98,0.,10,6,"early bird","curling",4,"junior"
595,30.52,"west coast","morning",0.,0.98,6,10,"night owl","frisbee",4,"junior"
596,23.75,"west coast","morning",0.05,0.86,1,2,"night owl","martial arts",3,"junior"
597,14.450000000000001,"west coast","morning",0.,0.88,0,10,"night owl","martial arts",3,"senior"
598,20.240000000000002,"west coast","morning",0.89,0.18,3,2,"night owl","table tennis",7,"sophomore"
599,21.7,"west coast","morning",0.,0.,10,4,"night owl","table tennis",2,"junior"
600,43.54,"west coast","morning",1.,0.,7,12,"night owl","table tennis",7,"junior"
601,36.85,"west coast","noon",0.41000000000000003,0.19,6,3,"night owl","frisbee",3,"sophomore"
602,42.980000000000004,"west coast","noon",1.,0.67,2,3,"night owl","curling",3,"sophomore"
603,35.24,"west coast","noon",0.77,0.73,2,0,"night owl","frisbee",3,"junior"
604,55.49,"west coast","noon",0.42,0.9500000000000001,9,1,"night owl","basketball",2,"sophomore"
605,72.59,"west coast","noon",0.79,1.,9,8,"night owl","football",5,"senior"
606,33.21,"west coast","noon",0.,0.,4,3,"night owl","curling",4,"junior"
607,39.37,"west coast","noon",0.,0.34,2,2,"night owl","martial arts",4,"frosh"
608,68.14,"west coast","noon",1.,0.87,9,12,"night owl","frisbee",5,"senior"
609,35.64,"west coast","noon",0.09,0.,7,8,"night owl","gymnastics",3,"junior"
610,57.25,"west coast","noon",1.,0.84,9,7,"early bird","gymnastics",4,"junior"
611,6.83,"west coast","noon",1.,0.06,1,2,"night owl","football",5,"junior"
612,37.800000000000004,"west coast","noon",0.24,1.,0,0,"night owl","frisbee",2,"senior"
613,44.78,"west coast","noon",1.,0.13,7,6,"night owl","martial arts",3,"senior"
614,25.77,"west coast","noon",1.,0.,5,9,"night owl","curling",4,"frosh"
615,30.52,"west coast","noon",0.2,0.61,9,6,"night owl","curling",5,"frosh"
616,75.89,"west coast","noon",1.,1.,8,6,"early bird","gymnastics",9,"senior"
617,26.77,"west coast","noon",0.,0.79,10,5,"night owl","frisbee",4,"senior"
618,31.720000000000002,"west coast","noon",0.9500000000000001,0.5,6,2,"night owl","curling",6,"sophomore"
619,35.25,"west coast","noon",0.92,0.,7,5,"night owl","baseball",5,"junior"
620,37.97,"west coast","noon",0.,0.02,10,9,"night owl","football",4,"sophomore"
621,44.39,"west coast","noon",0.12,1.,0,4,"night owl","basketball",5,"frosh"
622,62.65,"west coast","noon",0.91,1.,3,11,"night owl","curling",6,"senior"
623,48.65,"west coast","noon",1.,0.,10,4,"night owl","baseball",6,"senior"
624,22.,"west coast","noon",0.,0.,7,9,"early bird","gymnastics",4,"frosh"
625,36.67,"west coast","noon",0.35000000000000003,0.9400000000000001,4,8,"night owl","table tennis",5,"sophomore"
626,37.730000000000004,"west coast","noon",0.99,0.04,6,4,"night owl","gymnastics",6,"junior"
627,59.800000000000004,"west coast","noon",0.8300000000000001,0.47000000000000003,9,9,"night owl","basketball",3,"sophomore"
628,45.06,"west coast","noon",1.,0.,9,8,"night owl","curling",4,"sophomore"
629,51.,"west coast","noon",0.,1.,10,9,"night owl","basketball",3,"sophomore"
630,56.85,"west coast","noon",1.,0.6,9,12,"night owl","table tennis",4,"senior"
631,83.74,"west coast","evening",1.,1.,6,9,"night owl","frisbee",8,"sophomore"
632,76.8,"west coast","evening",0.93,0.97,5,7,"night owl","martial arts",3,"junior"
633,65.04,"west coast","evening",1.,0.93,1,7,"night owl","martial arts",4,"junior"
634,48.72,"west coast","evening",0.62,0.87,7,0,"night owl","martial arts",3,"senior"
635,36.01,"west coast","evening",1.,0.63,2,1,"night owl","baseball",4,"junior"
636,29.79,"west coast","evening",0.93,0.5,2,0,"night owl","table tennis",4,"sophomore"
637,36.09,"west coast","evening",0.73,0.,8,11,"night owl","baseball",3,"senior"
638,33.67,"west coast","evening",0.4,0.,7,6,"night owl","martial arts",2,"sophomore"
639,15.780000000000001,"west coast","evening",0.9400000000000001,0.2,3,4,"early bird","curling",4,"sophomore"
640,47.85,"west coast","evening",0.79,0.22,10,6,"night owl","football",1,"junior"
