"student label","game score","coast","game scheduled","percent training sessions attended","overall fitness score","# extra strategy sessions attended","hours of sleep the night before game","early bird/night owl","previous competitive sports","# meals on day prior to game","university year"
322,68.58,"west coast","evening",1.,0.92,5,4,"night owl","baseball",4,"junior"
323,27.12,"west coast","evening",0.04,0.,3,10,"night owl","table tennis",2,"frosh"
324,32.5,"west coast","evening",0.15,0.77,5,10,"night owl","table tennis",3,"senior"
325,79.87,"west coast","evening",0.99,0.92,7,9,"night owl","frisbee",4,"sophomore"
326,44.24,"west coast","evening",0.03,1.,9,9,"night owl","baseball",4,"sophomore"
327,44.53,"west coast","evening",1.,0.03,6,10,"early bird","table tennis",5,"sophomore"
328,64.82000000000001,"west coast","evening",0.45,1.,7,6,"night owl","football",3,"sophomore"
329,74.39,"west coast","evening",0.6900000000000001,1.,6,10,"night owl","football",3,"senior"
330,48.78,"west coast","evening",1.,0.01,7,12,"night owl","football",3,"senior"
331,24.400000000000002,"west coast","noon",0.,0.91,8,12,"night owl","gymnastics",3,"junior"
332,61.480000000000004,"west coast","noon",0.86,0.97,2,3,"night owl","basketball",3,"junior"
333,19.39,"west coast","noon",0.07,0.,5,8,"early bird","gymnastics",4,"junior"
334,64.13,"west coast","noon",1.,0.55,10,8,"early bird","martial arts",4,"sophomore"
335,17.21,"west coast","noon",0.06,0.21,7,2,"night owl","gymnastics",4,"frosh"
336,0.88,"west coast","noon",0.02,0.15,4,12,"night owl","curling",2,"sophomore"
337,29.060000000000002,"west coast","noon",0.66,0.14,0,0,"night owl","baseball",5,"frosh"
338,60.24,"west coast","noon",0.84,0.79,9,7,"early bird","baseball",2,"senior"
339,68.83,"west coast","noon",0.93,1.,6,8,"night owl","table tennis",3,"junior"
340,71.41,"west coast","noon",1.,0.66,10,10,"night owl","frisbee",3,"junior"
341,21.87,"west coast","noon",0.,0.97,4,7,"early bird","basketball",5,"junior"
342,0.,"west coast","noon",0.05,0.08,1,7,"night owl","table tennis",5,"sophomore"
343,66.66,"west coast","noon",0.4,0.99,10,10,"night owl","martial arts",4,"sophomore"
344,65.49,"west coast","noon",0.92,0.8300000000000001,9,4,"night owl","basketball",4,"junior"
345,60.95,"west coast","noon",0.9400000000000001,0.9500000000000001,3,8,"night owl","frisbee",5,"sophomore"
346,42.44,"west coast","noon",0.64,0.8300000000000001,5,6,"night owl","baseball",4,"junior"
347,0.,"west coast","noon",0.2,0.09,5,2,"night owl","football",4,"sophomore"
348,45.32,"west coast","noon",1.,0.87,0,11,"night owl","curling",7,"senior"
349,76.66,"west coast","noon",1.,1.,9,0,"early bird","basketball",3,"junior"
350,28.34,"west coast","noon",0.91,0.18,4,4,"night owl","baseball",4,"sophomore"
351,51.07,"west coast","noon",0.21,1.,10,2,"night owl","curling",3,"sophomore"
352,42.99,"west coast","noon",0.86,0.,1,6,"night owl","table tennis",4,"sophomore"
353,20.11,"west coast","noon",0.,0.,9,1,"night owl","baseball",3,"sophomore"
354,35.39,"west coast","noon",0.,1.,1,10,"night owl","frisbee",4,"junior"
355,50.94,"west coast","noon",0.61,0.81,9,12,"night owl","football",4,"junior"
356,11.3,"west coast","noon",0.,0.07,5,5,"night owl","curling",3,"sophomore"
357,48.980000000000004,"west coast","noon",0.04,0.91,0,9,"night owl","baseball",4,"frosh"
358,28.330000000000002,"west coast","noon",0.06,0.05,6,2,"night owl","curling",3,"frosh"
359,84.46000000000001,"west coast","noon",1.,1.,7,8,"night owl","martial arts",2,"senior"
360,0.85,"west coast","noon",0.,0.18,1,1,"night owl","frisbee",6,"frosh"
361,76.63,"west coast","noon",1.,0.96,8,10,"night owl","frisbee",3,"frosh"
362,66.88,"west coast","noon",0.9500000000000001,1.,0,1,"night owl","martial arts",6,"junior"
363,27.72,"west coast","noon",0.02,0.,5,12,"night owl","frisbee",2,"junior"
364,45.96,"west coast","noon",0.,0.,0,4,"night owl","gymnastics",6,"frosh"
365,29.11,"west coast","noon",0.29,0.86,4,11,"early bird","martial arts",2,"sophomore"
366,26.23,"west coast","noon",0.06,0.81,3,12,"night owl","frisbee",4,"junior"
367,69.10000000000001,"west coast","noon",0.9,1.,3,5,"night owl","martial arts",5,"senior"
368,27.23,"west coast","noon",0.21,0.93,1,12,"night owl","curling",3,"senior"
369,49.480000000000004,"west coast","noon",1.,0.87,2,9,"night owl","table tennis",5,"sophomore"
370,0.,"west coast","noon",0.09,0.,3,0,"night owl","football",3,"sophomore"
371,67.89,"west coast","evening",0.92,0.86,7,8,"night owl","curling",3,"sophomore"
372,66.66,"west coast","evening",0.81,0.88,10,11,"early bird","football",4,"junior"
373,53.22,"west coast","evening",1.,0.37,7,4,"night owl","table tennis",3,"sophomore"
374,67.44,"west coast","evening",1.,0.79,5,10,"night owl","baseball",3,"sophomore"
375,51.61,"west coast","evening",0.,1.,5,12,"night owl","gymnastics",5,"frosh"
376,37.15,"west coast","evening",0.47000000000000003,0.21,0,8,"night owl","football",4,"junior"
377,41.79,"west coast","evening",1.,0.,4,0,"night owl","curling",4,"frosh"
378,46.71,"west coast","evening",0.46,0.81,1,11,"night owl","baseball",4,"junior"
379,27.05,"west coast","evening",0.04,0.47000000000000003,0,12,"night owl","curling",4,"sophomore"
380,79.93,"west coast","evening",0.78,0.98,10,9,"night owl","curling",3,"junior"
381,32.05,"west coast","evening",0.11,0.,2,2,"night owl","football",3,"senior"
382,35.58,"west coast","evening",0.81,0.6,1,12,"early bird","table tennis",5,"senior"
383,37.31,"west coast","evening",0.23,0.86,0,8,"night owl","curling",3,"senior"
384,26.38,"west coast","evening",0.2,0.,7,3,"night owl","baseball",3,"junior"
385,46.57,"west coast","evening",1.,0.01,7,8,"night owl","table tennis",5,"frosh"
386,38.06,"west coast","evening",0.23,0.89,6,12,"night owl","football",3,"senior"
387,50.22,"west coast","evening",1.,0.,2,7,"night owl","martial arts",3,"senior"
388,37.21,"west coast","evening",0.46,0.,7,4,"early bird","football",5,"frosh"
389,42.07,"west coast","evening",0.6900000000000001,0.64,5,7,"early bird","football",5,"frosh"
390,47.480000000000004,"west coast","evening",0.18,1.,6,4,"night owl","curling",2,"senior"
391,5.45,"west coast","noon",0.,0.81,0,5,"night owl","martial arts",3,"sophomore"
392,66.33,"west coast","noon",1.,1.,4,4,"early bird","basketball",5,"senior"
393,14.65,"west coast","noon",0.16,1.,4,4,"night owl","martial arts",7,"frosh"
394,20.59,"west coast","noon",0.78,0.06,7,8,"night owl","football",4,"sophomore"
395,16.86,"west coast","noon",0.2,0.,3,6,"early bird","frisbee",4,"junior"
396,24.48,"west coast","noon",0.32,1.,3,0,"night owl","football",3,"junior"
397,35.11,"west coast","noon",0.9400000000000001,0.,9,3,"night owl","gymnastics",4,"frosh"
398,29.87,"west coast","noon",0.59,0.,10,9,"night owl","table tennis",4,"sophomore"
399,44.37,"west coast","noon",1.,0.1,8,9,"night owl","frisbee",2,"senior"
400,9.16,"west coast","noon",0.09,0.96,3,2,"night owl","table tennis",2,"senior"
401,0.,"west coast","noon",0.,0.06,4,5,"night owl","table tennis",4,"frosh"
402,53.71,"west coast","noon",0.76,0.52,10,11,"night owl","football",2,"junior"
403,29.38,"west coast","noon",0.,0.99,8,8,"night owl","baseball",2,"senior"
404,26.72,"west coast","noon",0.,0.81,3,11,"night owl","frisbee",4,"senior"
405,28.62,"west coast","noon",0.,0.07,0,4,"night owl","martial arts",3,"sophomore"
406,18.81,"west coast","noon",0.13,0.08,7,9,"early bird","baseball",3,"junior"
407,50.050000000000004,"west coast","noon",1.,0.5,3,4,"night owl","frisbee",5,"senior"
408,55.,"west coast","noon",0.96,0.8,5,5,"night owl","basketball",4,"frosh"
409,41.26,"west coast","noon",0.9500000000000001,0.06,8,4,"night owl","table tennis",2,"senior"
410,58.82,"west coast","noon",0.55,0.97,7,12,"night owl","frisbee",2,"senior"
411,38.72,"west coast","noon",0.,0.99,5,9,"night owl","baseball",7,"junior"
412,34.980000000000004,"west coast","noon",0.29,0.92,1,10,"early bird","curling",5,"junior"
413,45.57,"west coast","noon",0.23,0.99,9,5,"night owl","table tennis",3,"junior"
414,34.45,"west coast","noon",0.42,1.,3,3,"night owl","football",4,"sophomore"
415,48.56,"west coast","noon",0.43,0.88,10,10,"night owl","gymnastics",7,"senior"
416,53.28,"west coast","noon",0.76,1.,6,2,"early bird","table tennis",7,"sophomore"
417,12.,"west coast","noon",0.,0.,8,9,"night owl","curling",4,"senior"
418,36.03,"west coast","noon",1.,0.11,8,4,"night owl","football",5,"sophomore"
419,0.,"west coast","noon",0.06,0.8,1,4,"night owl","football",3,"frosh"
420,29.17,"west coast","noon",0.,0.34,10,2,"night owl","basketball",6,"sophomore"
421,50.56,"west coast","evening",0.52,0.59,4,11,"night owl","martial arts",1,"senior"
422,15.41,"west coast","evening",0.01,0.,7,5,"night owl","baseball",3,"sophomore"
423,24.27,"west coast","evening",0.26,0.67,5,12,"night owl","martial arts",3,"junior"
424,23.41,"west coast","evening",0.,1.,2,8,"early bird","frisbee",3,"junior"
425,20.080000000000002,"west coast","evening",0.,0.58,6,7,"early bird","baseball",6,"sophomore"
426,30.86,"west coast","evening",1.,0.06,6,3,"night owl","table tennis",4,"senior"
427,39.84,"west coast","evening",1.,0.55,1,12,"night owl","curling",7,"junior"
428,39.08,"west coast","evening",0.71,0.6900000000000001,7,4,"night owl","table tennis",7,"senior"
429,13.99,"west coast","evening",0.65,0.29,1,0,"night owl","gymnastics",3,"junior"
430,45.92,"west coast","evening",0.8300000000000001,0.85,4,6,"night owl","curling",5,"junior"
431,41.33,"west coast","noon",0.1,0.,0,0,"night owl","frisbee",4,"frosh"
432,40.32,"west coast","noon",0.02,0.42,1,9,"night owl","frisbee",5,"senior"
433,36.46,"west coast","noon",0.,0.48,4,5,"night owl","table tennis",3,"sophomore"
434,36.77,"west coast","noon",0.96,0.32,0,4,"night owl","curling",6,"frosh"
435,35.94,"west coast","noon",0.84,0.,5,4,"night owl","baseball",5,"junior"
436,34.77,"west coast","noon",0.08,0.9500000000000001,2,10,"night owl","baseball",3,"senior"
437,52.76,"west coast","noon",0.05,0.01,7,5,"night owl","football",6,"sophomore"
438,35.4,"west coast","noon",0.09,0.,10,10,"night owl","football",3,"senior"
439,65.48,"west coast","noon",0.9500000000000001,0.5700000000000001,7,11,"night owl","frisbee",2,"senior"
440,61.59,"west coast","noon",0.79,0.92,7,10,"night owl","football",4,"junior"
441,60.54,"west coast","noon",0.9,1.,2,11,"night owl","curling",3,"senior"
442,70.61,"west coast","noon",0.74,1.,10,4,"night owl","curling",4,"junior"
443,39.47,"west coast","noon",0.49,0.,10,5,"night owl","baseball",5,"frosh"
444,31.13,"west coast","noon",0.,0.3,10,6,"early bird","table tennis",5,"frosh"
445,22.42,"west coast","noon",1.,0.03,6,1,"early bird","table tennis",3,"sophomore"
446,50.06,"west coast","noon",0.87,1.,2,0,"night owl","football",6,"sophomore"
447,30.38,"west coast","noon",0.,0.84,4,1,"night owl","martial arts",5,"sophomore"
448,9.22,"west coast","noon",0.04,0.02,3,3,"night owl","gymnastics",3,"frosh"
449,78.84,"west coast","noon",0.87,1.,10,5,"night owl","gymnastics",3,"junior"
450,34.76,"west coast","noon",1.,0.,8,2,"night owl","baseball",2,"junior"
451,0.,"west coast","noon",0.,0.,0,3,"night owl","gymnastics",7,"sophomore"
452,41.49,"west coast","noon",0.,0.97,3,5,"night owl","martial arts",3,"junior"
453,18.26,"west coast","noon",1.,0.,8,11,"night owl","baseball",6,"frosh"
454,21.11,"west coast","noon",0.16,0.12,5,6,"night owl","curling",5,"junior"
455,33.67,"west coast","noon",0.97,0.,5,10,"night owl","table tennis",5,"sophomore"
456,34.62,"west coast","noon",1.,0.15,3,10,"night owl","basketball",3,"sophomore"
457,47.89,"west coast","noon",0.,1.,8,8,"night owl","martial arts",2,"sophomore"
458,35.160000000000004,"west coast","noon",0.03,0.28,5,1,"early bird","martial arts",4,"junior"
459,20.63,"west coast","noon",0.01,1.,3,4,"night owl","baseball",3,"frosh"
460,42.45,"west coast","noon",0.9400000000000001,0.6,4,10,"night owl","curling",4,"sophomore"
461,72.52,"west coast","noon",1.,0.8300000000000001,8,4,"early bird","frisbee",3,"senior"
462,54.68,"west coast","noon",0.62,1.,4,0,"early bird","table tennis",4,"junior"
463,24.02,"west coast","noon",0.42,0.22,5,4,"night owl","martial arts",4,"sophomore"
464,84.59,"west coast","noon",1.,1.,9,6,"night owl","basketball",3,"junior"
465,54.46,"west coast","noon",0.,0.25,2,4,"night owl","football",5,"junior"
466,33.7,"west coast","noon",0.85,0.12,7,0,"night owl","table tennis",2,"senior"
467,37.550000000000004,"west coast","noon",0.09,0.48,5,4,"night owl","gymnastics",4,"sophomore"
468,24.44,"west coast","noon",0.92,0.23,1,4,"night owl","curling",7,"sophomore"
469,21.3,"west coast","noon",0.,0.08,7,11,"night owl","table tennis",5,"frosh"
470,33.87,"west coast","noon",0.28,0.4,1,6,"night owl","curling",7,"sophomore"
471,8.74,"west coast","noon",0.,0.97,1,4,"night owl","table tennis",4,"frosh"
472,32.36,"west coast","noon",0.7000000000000001,0.,9,0,"early bird","frisbee",3,"junior"
473,32.58,"west coast","noon",0.85,0.23,10,10,"night owl","table tennis",5,"senior"
474,23.06,"west coast","noon",0.36,0.02,6,12,"night owl","martial arts",2,"sophomore"
475,29.14,"west coast","noon",1.,0.01,2,8,"night owl","martial arts",4,"sophomore"
476,0.,"west coast","noon",0.14,0.31,1,0,"night owl","football",4,"junior"
477,33.2,"west coast","noon",0.91,0.,1,10,"night owl","baseball",4,"sophomore"
478,0.,"west coast","noon",0.2,0.14,3,5,"early bird","football",3,"sophomore"
479,19.,"west coast","noon",0.11,0.03,8,11,"night owl","curling",3,"junior"
480,21.13,"west coast","noon",0.,1.,3,8,"early bird","gymnastics",5,"senior"
481,18.81,"west coast","evening",0.,0.36,2,5,"night owl","martial arts",1,"sophomore"
482,0.,"west coast","evening",0.11,0.,4,10,"night owl","football",4,"senior"
483,25.16,"west coast","evening",0.,0.9,3,3,"night owl","basketball",3,"sophomore"
484,30.66,"west coast","evening",0.09,0.97,7,12,"night owl","curling",3,"junior"
485,17.330000000000002,"west coast","evening",0.04,0.48,9,3,"night owl","gymnastics",4,"sophomore"
486,82.89,"west coast","evening",1.,0.93,9,7,"night owl","basketball",4,"junior"
487,42.6,"west coast","evening",1.,0.,9,6,"night owl","curling",6,"junior"
488,0.,"west coast","evening",0.,0.,0,10,"early bird","table tennis",3,"junior"
489,15.040000000000001,"west coast","evening",1.,0.,2,12,"early bird","curling",4,"sophomore"
490,50.61,"west coast","evening",0.25,1.,7,5,"night owl","frisbee",2,"sophomore"
491,23.990000000000002,"west coast","noon",0.05,0.28,1,2,"night owl","martial arts",3,"junior"
492,44.52,"west coast","noon",0.25,1.,5,8,"night owl","frisbee",3,"sophomore"
493,46.26,"west coast","noon",1.,0.72,4,4,"night owl","baseball",3,"junior"
494,22.31,"west coast","noon",0.88,0.,0,1,"night owl","baseball",3,"senior"
495,41.67,"west coast","noon",0.09,0.01,4,4,"night owl","table tennis",3,"sophomore"
496,57.99,"west coast","noon",0.9,0.93,5,0,"night owl","frisbee",4,"frosh"
497,34.13,"west coast","noon",0.75,0.16,3,1,"early bird","frisbee",6,"junior"
498,22.31,"west coast","noon",0.47000000000000003,0.3,6,11,"early bird","table tennis",8,"sophomore"
499,40.95,"west coast","noon",0.2,0.,2,6,"night owl","curling",3,"sophomore"
500,48.07,"west coast","noon",1.,0.79,3,6,"night owl","football",4,"junior"
501,74.33,"west coast","noon",1.,1.,4,10,"early bird","football",3,"sophomore"
502,57.03,"west coast","noon",0.67,0.8,6,2,"night owl","martial arts",4,"sophomore"
503,45.28,"west coast","noon",0.85,0.45,6,4,"night owl","curling",3,"senior"
504,28.35,"west coast","noon",0.14,0.15,6,9,"night owl","curling",3,"sophomore"
505,30.310000000000002,"west coast","noon",0.,0.86,9,11,"night owl","curling",2,"junior"
506,57.7,"west coast","noon",0.55,1.,4,1,"night owl","frisbee",4,"sophomore"
507,39.57,"west coast","noon",0.53,0.,6,10,"early bird","baseball",5,"junior"
508,44.31,"west coast","noon",0.3,0.13,9,5,"night owl","frisbee",3,"sophomore"
509,33.77,"west coast","noon",0.01,0.,1,10,"night owl","curling",3,"sophomore"
510,37.52,"west coast","noon",0.,0.14,4,1,"night owl","baseball",3,"sophomore"
511,20.46,"west coast","morning",0.,0.09,8,12,"night owl","curling",3,"junior"
512,16.7,"west coast","morning",0.13,0.49,10,4,"night owl","curling",3,"junior"
513,9.32,"west coast","morning",0.09,0.06,4,2,"night owl","table tennis",3,"sophomore"
514,9.52,"west coast","morning",0.44,0.,5,7,"night owl","football",4,"senior"
515,39.09,"west coast","morning",0.9500000000000001,0.06,10,11,"night owl","baseball",7,"junior"
516,29.97,"west coast","morning",0.88,0.,1,6,"early bird","football",3,"senior"
517,20.23,"west coast","morning",0.06,0.1,6,8,"early bird","curling",3,"frosh"
518,9.27,"west coast","morning",0.11,0.09,2,7,"night owl","baseball",5,"junior"
519,19.02,"west coast","morning",0.,0.85,4,12,"night owl","frisbee",4,"junior"
520,20.85,"west coast","morning",0.09,1.,1,0,"early bird","table tennis",3,"senior"
521,76.54,"west coast","morning",1.,0.93,10,12,"night owl","frisbee",4,"sophomore"
522,37.480000000000004,"west coast","morning",0.41000000000000003,0.67,4,8,"early bird","table tennis",3,"junior"
523,37.44,"west coast","morning",1.,0.,3,7,"night owl","frisbee",3,"sophomore"
524,62.58,"west coast","morning",1.,0.8300000000000001,8,7,"night owl","basketball",6,"junior"
525,0.,"west coast","morning",0.03,0.05,2,2,"night owl","curling",6,"frosh"
526,62.61,"west coast","morning",0.53,0.92,10,7,"night owl","curling",2,"senior"
527,62.5,"west coast","morning",1.,0.89,10,5,"night owl","baseball",6,"frosh"
528,46.33,"west coast","morning",0.61,0.84,0,9,"early bird","curling",5,"sophomore"
529,64.5,"west coast","morning",1.,0.9400000000000001,4,4,"night owl","table tennis",4,"junior"
530,34.32,"west coast","morning",1.,0.09,0,3,"night owl","football",3,"sophomore"
531,25.94,"west coast","noon",0.73,0.,5,4,"early bird","curling",3,"senior"
532,55.88,"west coast","noon",0.98,0.88,3,2,"early bird","frisbee",5,"senior"
533,19.72,"west coast","noon",0.,0.93,7,11,"night owl","curling",6,"sophomore"
534,49.75,"west coast","noon",1.,0.44,10,2,"night owl","baseball",5,"frosh"
535,71.43,"west coast","noon",0.92,1.,2,6,"night owl","frisbee",1,"junior"
536,41.37,"west coast","noon",0.96,0.48,5,7,"early bird","baseball",3,"junior"
537,21.03,"west coast","noon",0.44,0.75,0,6,"night owl","football",4,"frosh"
538,48.96,"west coast","noon",0.,1.,10,2,"night owl","frisbee",2,"junior"
539,19.25,"west coast","noon",0.09,0.,0,5,"night owl","frisbee",4,"frosh"
540,25.740000000000002,"west coast","noon",1.,0.,5,11,"night owl","football",4,"senior"
541,59.88,"west coast","noon",0.6,1.,1,8,"night owl","basketball",2,"sophomore"
542,44.69,"west coast","noon",0.71,0.16,5,5,"night owl","martial arts",1,"junior"
543,6.53,"west coast","noon",0.,0.04,4,0,"night owl","baseball",4,"sophomore"
544,57.68,"west coast","noon",0.9,0.92,3,7,"night owl","basketball",4,"sophomore"
545,36.28,"west coast","noon",0.34,0.93,9,11,"night owl","table tennis",4,"junior"
546,27.85,"west coast","noon",0.8300000000000001,0.,6,11,"night owl","baseball",3,"junior"
547,42.31,"west coast","noon",0.71,0.07,10,11,"early bird","football",3,"sophomore"
548,45.09,"west coast","noon",0.18,0.15,7,11,"night owl","martial arts",2,"junior"
549,29.04,"west coast","noon",0.,1.,6,6,"night owl","gymnastics",5,"junior"
550,29.61,"west coast","noon",1.,0.,4,8,"night owl","frisbee",4,"junior"
551,62.2,"west coast","noon",0.12,0.,7,3,"night owl","curling",6,"frosh"
552,43.94,"west coast","noon",0.84,0.04,8,4,"night owl","baseball",3,"sophomore"
553,42.300000000000004,"west coast","noon",0.11,0.7000000000000001,1,1,"night owl","curling",5,"junior"
554,36.22,"west coast","noon",0.9500000000000001,0.28,3,9,"night owl","football",4,"senior"
555,67.5,"west coast","noon",1.,0.72,10,2,"night owl","martial arts",3,"junior"
556,53.120000000000005,"west coast","noon",0.66,0.45,10,10,"night owl","curling",3,"junior"
557,43.32,"west coast","noon",0.16,0.6,2,10,"night owl","martial arts",5,"sophomore"
558,33.47,"west coast","noon",0.,0.,6,2,"night owl","table tennis",3,"junior"
559,34.17,"west coast","noon",0.1,0.81,4,3,"night owl","martial arts",2,"senior"
560,12.41,"west coast","noon",0.,0.89,1,0,"night owl","martial arts",7,"frosh"
561,18.93,"west coast","noon",0.86,0.,5,9,"night owl","baseball",5,"frosh"
562,49.7,"west coast","noon",0.65,1.,1,2,"night owl","football",3,"sophomore"
563,33.79,"west coast","noon",0.47000000000000003,0.75,5,12,"night owl","baseball",3,"senior"
564,44.77,"west coast","noon",0.5,0.98,5,9,"night owl","football",5,"senior"
565,25.7,"west coast","noon",0.08,0.87,0,1,"night owl","basketball",4,"junior"
566,64.28,"west coast","noon",1.,0.7000000000000001,10,1,"night owl","football",4,"sophomore"
567,41.11,"west coast","noon",0.06,1.,10,4,"night owl","curling",3,"sophomore"
568,29.580000000000002,"west coast","noon",1.,0.06,6,10,"night owl","martial arts",5,"frosh"
569,35.47,"west coast","noon",0.06,1.,6,12,"early bird","football",3,"senior"
570,52.63,"west coast","noon",1.,0.88,1,11,"night owl","table tennis",5,"junior"
571,39.27,"west coast","noon",0.97,0.05,5,0,"night owl","frisbee",6,"frosh"
572,45.27,"west coast","noon",0.89,0.35000000000000003,6,4,"night owl","table tennis",3,"junior"
573,36.08,"west coast","noon",0.09,0.78,8,5,"night owl","curling",4,"sophomore"
574,65.34,"west coast","noon",0.9400000000000001,0.65,9,3,"night owl","martial arts",5,"junior"
575,38.4,"west coast","noon",0.,1.,1,4,"night owl","frisbee",6,"frosh"
576,44.74,"west coast","noon",0.2,0.07,1,8,"night owl","frisbee",3,"frosh"
577,48.97,"west coast","noon",0.31,0.98,6,12,"night owl","basketball",3,"junior"
578,21.43,"west coast","noon",0.07,0.26,7,5,"night owl","football",3,"sophomore"
579,35.15,"west coast","noon",0.,0.46,5,3,"early bird","curling",3,"frosh"
580,71.51,"west coast","noon",0.87,0.96,6,11,"night owl","frisbee",4,"sophomore"
581,38.96,"west coast","morning",0.97,0.38,10,5,"night owl","baseball",3,"frosh"
582,57.72,"west coast","morning",0.73,1.,2,1,"night owl","basketball",3,"junior"
583,60.800000000000004,"west coast","morning",0.9400000000000001,0.96,7,3,"night owl","football",5,"junior"
584,51.57,"west coast","morning",0.91,0.76,6,12,"early bird","baseball",4,"senior"
585,35.300000000000004,"west coast","morning",0.96,0.03,4,8,"night owl","table tennis",5,"frosh"
586,6.140000000000001,"west coast","morning",0.2,0.06,6,9,"night owl","curling",2,"senior"
587,25.5,"west coast","morning",0.59,0.1,8,5,"night owl","gymnastics",4,"sophomore"
588,29.97,"west coast","morning",0.,0.93,3,2,"early bird","table tennis",3,"junior"
589,39.37,"west coast","morning",1.,0.,9,11,"night owl","table tennis",3,"junior"
590,70.09,"west coast","morning",0.88,1.,7,3,"early bird","baseball",6,"senior"
591,27.21,"west coast","noon",0.86,0.,3,3,"night owl","martial arts",5,"frosh"
592,16.240000000000002,"west coast","noon",0.41000000000000003,0.12,7,7,"night owl","baseball",8,"frosh"
593,39.19,"west coast","noon",0.3,0.84,3,11,"night owl","basketball",2,"junior"
594,42.08,"west coast","noon",0.98,0.04,10,6,"early bird","curling",4,"junior"
595,31.77,"west coast","noon",0.11,1.,6,8,"night owl","frisbee",4,"junior"
596,12.120000000000001,"west coast","noon",0.06,0.84,0,1,"night owl","martial arts",3,"junior"
597,31.91,"west coast","noon",0.1,1.,1,10,"night owl","martial arts",3,"senior"
598,20.44,"west coast","noon",0.55,0.04,3,5,"night owl","table tennis",7,"sophomore"
599,20.87,"west coast","noon",0.09,0.,10,2,"night owl","table tennis",2,"junior"
600,25.77,"west coast","noon",1.,0.3,7,12,"night owl","table tennis",7,"junior"
601,32.85,"west coast","noon",0.01,0.12,6,3,"night owl","frisbee",3,"sophomore"
602,33.58,"west coast","noon",0.91,0.63,3,3,"night owl","curling",3,"sophomore"
603,32.46,"west coast","noon",0.66,0.16,3,2,"night owl","frisbee",3,"junior"
604,35.14,"west coast","noon",0.,1.,8,1,"night owl","basketball",2,"sophomore"
605,42.480000000000004,"west coast","noon",0.31,0.88,8,5,"night owl","football",5,"senior"
606,34.18,"west coast","noon",0.08,0.,5,5,"night owl","curling",4,"junior"
607,37.02,"west coast","noon",0.22,1.,2,1,"night owl","martial arts",4,"frosh"
608,84.10000000000001,"west coast","noon",0.77,1.,10,11,"night owl","frisbee",5,"senior"
609,20.61,"west coast","noon",0.,0.,9,8,"night owl","gymnastics",3,"junior"
610,74.67,"west coast","noon",0.8,1.,10,6,"early bird","gymnastics",4,"junior"
611,25.35,"west coast","noon",0.93,0.31,3,2,"night owl","football",5,"junior"
612,64.37,"west coast","noon",1.,0.9500000000000001,0,1,"night owl","frisbee",2,"senior"
613,36.94,"west coast","noon",1.,0.,7,7,"night owl","martial arts",3,"senior"
614,26.580000000000002,"west coast","noon",0.93,0.,6,9,"night owl","curling",4,"sophomore"
615,39.07,"west coast","noon",0.,0.98,10,6,"night owl","curling",5,"frosh"
616,50.,"west coast","noon",0.5700000000000001,0.87,8,5,"early bird","gymnastics",9,"senior"
617,39.37,"west coast","noon",0.28,0.74,10,5,"night owl","frisbee",4,"senior"
618,28.150000000000002,"west coast","noon",0.93,0.04,6,2,"night owl","curling",6,"sophomore"
619,34.92,"west coast","noon",0.91,0.02,6,7,"night owl","baseball",5,"junior"
620,32.83,"west coast","noon",0.,0.,9,9,"night owl","football",4,"sophomore"
621,39.46,"west coast","noon",0.13,1.,2,4,"night owl","basketball",5,"frosh"
622,54.77,"west coast","noon",1.,0.92,5,12,"night owl","curling",6,"senior"
623,45.01,"west coast","noon",1.,0.,10,1,"night owl","baseball",6,"senior"
624,35.51,"west coast","noon",0.13,0.1,9,8,"early bird","gymnastics",4,"frosh"
625,40.94,"west coast","noon",0.34,0.67,3,8,"night owl","table tennis",5,"sophomore"
626,39.22,"west coast","noon",0.88,0.25,6,1,"night owl","gymnastics",6,"junior"
627,56.65,"west coast","noon",0.77,0.48,6,10,"night owl","basketball",3,"sophomore"
628,47.660000000000004,"west coast","noon",0.98,0.06,10,10,"night owl","curling",4,"sophomore"
629,52.78,"west coast","noon",0.,1.,10,6,"night owl","basketball",3,"sophomore"
630,57.58,"west coast","noon",1.,0.68,7,12,"night owl","table tennis",4,"senior"
631,73.8,"west coast","evening",1.,0.92,6,7,"night owl","frisbee",8,"sophomore"
632,73.34,"west coast","evening",0.86,0.75,6,9,"night owl","martial arts",3,"junior"
633,81.67,"west coast","evening",0.97,1.,0,5,"night owl","martial arts",4,"senior"
634,45.85,"west coast","evening",0.22,0.62,8,2,"night owl","martial arts",3,"senior"
635,45.410000000000004,"west coast","evening",0.9500000000000001,0.06,0,1,"night owl","baseball",4,"junior"
636,42.95,"west coast","evening",1.,0.09,2,0,"night owl","table tennis",4,"sophomore"
637,52.2,"west coast","evening",1.,0.07,8,11,"night owl","baseball",3,"senior"
638,57.33,"west coast","evening",0.84,0.,10,5,"night owl","martial arts",2,"sophomore"
639,28.3,"west coast","evening",1.,0.,5,6,"early bird","curling",4,"sophomore"
640,57.85,"west coast","evening",1.,0.,9,6,"night owl","football",1,"junior"
641,37.82,"west coast","noon",0.15,1.,2,5,"night owl","frisbee",2,"senior"
642,52.85,"west coast","noon",0.11,1.,8,7,"night owl","baseball",1,"junior"
643,42.61,"west coast","noon",1.,0.78,1,7,"night owl","curling",4,"junior"
